iter	Passed	Remaining
1119	17836	14014
1120	17847	13994
1121	17863	13978
1122	17878	13962
1123	17894	13946
1124	17909	13929
1125	17923	13912
1126	17937	13894
1127	17948	13874
1128	17961	13857
1129	17974	13838
1130	17988	13821
1131	18001	13803
1132	18017	13787
1133	18030	13769
1134	18046	13753
1135	18060	13736
1136	18077	13721
1137	18094	13705
1138	18116	13694
1139	18132	13678
1140	18155	13668
1141	18172	13653
1142	18183	13633
1143	18200	13618
1144	18217	13603
1145	18238	13591
1146	18254	13575
1147	18272	13561
1148	18287	13544
1149	18303	13528
1150	18319	13512
1151	18333	13495
1152	18348	13478
1153	18362	13461
1154	18383	13449
1155	18397	13432
1156	18412	13415
1157	18426	13397
1158	18441	13381
1159	18458	13366
1160	18485	13358
1161	18504	13344
1162	18522	13330
1163	18543	13317
1164	18555	13299
1165	18569	13282
1166	18584	13265
1167	18592	13244
1168	18607	13227
1169	18623	13211
1170	18637	13194
1171	18659	13182
1172	18672	13164
1173	18687	13148
1174	18702	13131
1175	18711	13110
1176	18725	13093
1177	18739	13076
1178	18756	13061
1179	18771	13044
1180	18781	13024
1181	18791	13004
1182	18808	12989
1183	18821	12971
1184	18835	12954
1185	18852	12939
1186	18869	12923
1187	18882	12906
1188	18896	12889
1189	18910	12871
1190	18924	12854
1191	18938	12837
1192	18953	12821
1193	18973	12807
1194	18988	12791
1195	19002	12774
1196	19015	12756
1197	19029	12739
1198	19045	12723
1199	19058	12705
1200	19072	12688
1201	19087	12672
1202	19102	12655
1203	19116	12638
1204	19134	12623
1205	19150	12608
1206	19166	12592
1207	19182	12576
1208	19200	12562
1209	19217	12547
1210	19237	12533
1211	19256	12519
1212	19290	12515
1213	19311	12502
1214	19330	12489
1215	19349	12475
1216	19365	12459
1217	19385	12446
1218	19403	12431
1219	19425	12419
1220	19445	12406
1221	19468	12394
1222	19481	12376
1223	19491	12357
1224	19507	12341
1225	19516	12321
1226	19527	12302
1227	19538	12283
1228	19551	12265
1229	19569	12251
1230	19583	12233
1231	19593	12214
1232	19605	12195
1233	19618	12177
1234	19626	12157
1235	19636	12137
1236	19650	12120
1237	19663	12103
1238	19673	12083
1239	19682	12063
1240	19693	12044
1241	19702	12024
1242	19713	12005
1243	19723	11986
1244	19735	11967
1245	19747	11950
1246	19777	11942
1247	19792	11926
1248	19817	11915
1249	19831	11899
1250	19859	11890
1251	19874	11873
1252	19884	11854
1253	19894	11835
1254	19908	11818
1255	19924	11802
1256	19934	11782
1257	19943	11763
1258	19956	11745
1259	19965	11725
1260	19980	11709
1261	19990	11690
1262	20005	11673
1263	20018	11656
1264	20031	11638
1265	20042	11620
1266	20056	11603
1267	20065	11583
1268	20081	11567
1269	20091	11548
1270	20105	11531
1271	20120	11515
1272	20139	11501
1273	20153	11484
1274	20173	11470
1275	20187	11454
1276	20212	11443
1277	20231	11429
1278	20249	11414
1279	20267	11400
1280	20285	11385
1281	20301	11370
1282	20325	11358
1283	20336	11340
1284	20357	11327
1285	20366	11307
1286	20384	11292
1287	20401	11277
1288	20417	11262
1289	20429	11244
1290	20443	11227
1291	20453	11207
1292	20470	11193
1293	20483	11175
1294	20501	11160
1295	20516	11144
1296	20529	11127
1297	20547	11112
1298	20562	11096
1299	20574	11078
1300	20597	11066
1301	20616	11052
1302	20628	11034
